RowID,Level,Term,SeeAlso,NonEssModif,MalignantPrimary,MalignantSecondary,CaInSitu,Benign,UncertainBehavior,UnspecifiedBehavior
1068,2,oblongata,,,C71.7,C79.31,-,D33.1,D43.1,D49.6
1069,1,meibomian gland,,,C44.10-,C79.2,D04.1-,D23.1-,D48.5,D49.2
1070,2,basal cell carcinoma,,,C44.11-,-,-,-,-,-
1071,2,sebaceous cell,,,C44.13-,-,-,-,-,-
1072,2,specified type NEC,,,C44.19-,-,-,-,-,-
1073,2,squamous cell carcinoma,,,C44.12-,-,-,-,-,-
1074,1,melanoma,Melanoma,,,,,,,
1075,1,meninges,,,C70.9,C79.49,-,D32.9,D42.9,D49.7
1076,2,brain,,,C70.0,C79.32,-,D32.0,D42.0,D49.7
1077,2,cerebral,,,C70.0,C79.32,-,D32.0,D42.0,D49.7
1078,2,crainial,,,C70.0,C79.32,-,D32.0,D42.0,D49.7
1079,2,intracranial,,,C70.0,C79.32,-,D32.0,D42.0,D49.7
1080,2,spinal,,(cord),C70.1,C79.49,-,D32.1,D42.1,D49.7
1081,1,"meniscus, knee joint",,(lateral) (medial),C40.2-,C79.51,-,D16.2-,D48.0,D49.2
1082,1,Merkel cell,"Carcinoma, Merkel cell",,,,,,,
1083,1,"mesentery, mesenteric",,,C48.1,C78.6,-,D20.1,D48.4,D49.0
1084,1,mesoappendix,,,C48.1,C78.6,-,D20.1,D48.4,D49.0
1085,1,mesocolon,,,C48.1,C78.6,-,D20.1,D48.4,D49.0
1086,1,mesopharynx,"Neoplasm, oropharynx",,,,,,,
1087,1,mesosalpinx,,,C57.1,C79.82,D07.39,D28.2,D39.8,D49.59
1088,1,mesothelial tissue,Mesothelioma,,,,,,,
1089,1,mesothelioma,Mesothelioma,,,,,,,
1090,1,mesovarium,,,C57.1,C79.82,D07.39,D28.2,D39.8,D49.59
1091,1,metacarpus,,(any bone),C40.1-,C79.51,-,D16.1-,-,-
1092,1,metastatic NEC,,,-,C79.9,-,-,-,-
1093,1,metatarsus,,(any bone),C40.3-,C79.51,-,D16.3-,-,-
1094,1,midbrain,,,C71.7,C79.31,-,D33.1,D43.1,D49.6
1095,1,milk duct,"Neoplasm, breast",,,,,,,
1096,1,mons,,,,,,,,
1097,2,pubis,,,C51.9,C79.82,D07.1,D28.0,D39.8,D49.59
1098,2,veneris,,,C51.9,C79.82,D07.1,D28.0,D39.8,D49.59
1099,1,motor tract,,,C72.9,C79.49,-,D33.9,D43.9,D49.7
1100,2,brain,,,C71.9,C79.31,-,D33.2,D43.2,D49.6
1101,2,cauda equina,,,C72.1,C79.49,-,D33.4,D43.4,D49.7
1102,2,spinal,,,C72.0,C79.49,-,D33.4,D43.4,D49.7
1103,1,mouth,,,C06.9,C79.89,D00.00,D10.30,D37.09,D49.0
1104,2,book-leaf,,,C06.89,C79.89,-,-,-,-
1105,2,floor,,,C04.9,C79.89,D00.06,D10.2,D37.09,D49.0
1106,3,anterior portion,,,C04.0,C79.89,D00.06,D10.2,D37.09,D49.0
1107,3,lateral portion,,,C04.1,C79.89,D00.06,D10.2,D37.09,D49.0
1108,3,overlapping lesion,,,C04.8,-,-,-,-,-
1109,2,overlapping NEC,,,C06.80,-,-,-,-,-
1110,2,roof,,,C05.9,C79.89,D00.00,D10.39,D37.09,D49.0
1111,2,specified part NEC,,,C06.89,C79.89,D00.00,D10.39,D37.09,D49.0
1112,2,vestibule,,,C06.1,C79.89,D00.00,D10.39,D37.09,D49.0
1113,1,mucosa,,,,,,,,
1114,2,alveolar,,(ridge or process),C03.9,C79.89,D00.03,D10.39,D37.09,D49.0
1115,3,lower,,,C03.1,C79.89,D00.03,D10.39,D37.09,D49.0
1116,3,upper,,,C03.0,C79.89,D00.03,D10.39,D37.09,D49.0
1117,2,buccal,,,C06.0,C79.89,D00.02,D10.39,D37.09,D49.0
1118,2,cheek,,,C06.0,C79.89,D00.02,D10.39,D37.09,D49.0
1119,2,lip,"Neoplasm, lip, internal",,,,,,,
1120,2,nasal,,,C30.0,C78.39,D02.3,D14.0,D38.5,D49.1
1121,2,oral,,,C06.0,C79.89,D00.02,D10.39,D37.09,D49.0
1122,1,Mullerian duct,,,,,,,,
1123,2,female,,,C57.7,C79.82,D07.39,D28.7,D39.8,D49.59
1124,2,male,,,C63.7,C79.82,D07.69,D29.8,D40.8,D49.59
1125,1,muscle,,,,,,,,
1126,2,extraocular,,,C69.6-,C79.49,D09.2-,D31.6-,D48.7,D49.89
1127,1,myocardium,,,C38.0,C79.89,-,D15.1,D48.7,D49.89
1128,1,myometrium,,,C54.2,C79.82,D07.0,D26.1,D39.0,D49.59
1129,1,myopericardium,,,C38.0,C79.89,-,D15.1,D48.7,D49.89
1130,1,nabothian gland,,(follicle),C53.0,C79.82,D06.0,D26.0,D39.0,D49.59
1131,1,nail,,,C44.90,C79.2,D04.9,D23.9,D48.5,D49.2
1132,2,finger,,,C44.60-,C79.2,D04.6-,D23.6-,D48.5,D49.2
1133,2,toe,,,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
1134,1,"nares, naris",,(anterior) (posterior),C30.0,C78.39,D02.3,D14.0,D38.5,D49.1
1135,1,nasal,"Neoplasm, nose",,,,,,,
1136,1,nasolabial groove,,,C44.309,C79.2,D04.39,D23.39,D48.5,D49.2
1137,1,nasolacrimal duct,,,C69.5-,C79.49,D09.2-,D31.5-,D48.7,D49.89
1138,1,"nasopharynx, nasopharyngeal",,,C11.9,C79.89,D00.08,D10.6,D37.05,D49.0
1139,2,floor,,,C11.3,C79.89,D00.08,D10.6,D37.05,D49.0
1140,2,overlapping lesion,,,C11.8,-,-,-,-,-
1141,2,roof,,,C11.0,C79.89,D00.08,D10.6,D37.05,D49.0
1142,2,wall,,,C11.9,C79.89,D00.08,D10.6,D37.05,D49.0
1143,3,anterior,,,C11.3,C79.89,D00.08,D10.6,D37.05,D49.0
1144,3,lateral,,,C11.2,C79.89,D00.08,D10.6,D37.05,D49.0
1145,3,posterior,,,C11.1,C79.89,D00.08,D10.6,D37.05,D49.0
1146,3,superior,,,C11.0,C79.89,D00.08,D10.6,D37.05,D49.0
1147,1,nates,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1148,1,neck NEC,,,C76.0,C79.89,D09.8,D36.7,D48.7,D49.89
1149,2,skin,,,C44.40,-,-,-,-,-
1150,3,basal cell carcinoma,,,C44.41,-,-,-,-,-
1151,3,specified type NEC,,,C44.49,-,-,-,-,-
1152,3,squamous cell carcinoma,,,C44.42,-,-,-,-,-
1153,1,nerve,,(ganglion),C47.9,C79.89,-,D36.10,D48.2,D49.2
1154,2,abducens,,,C72.59,C79.49,-,D33.3,D43.3,D49.7
1155,2,accessory,,(spinal),C72.59,C79.49,-,D33.3,D43.3,D49.7
1156,2,acoustic,,,C72.4-,C79.49,-,D33.3,D43.3,D49.7
1157,2,auditory,,,C72.4-,C79.49,-,D33.3,D43.3,D49.7
1158,2,autonomic NEC,,,C47.9,C79.89,-,D36.10,D48.2,D49.2
1159,2,brachial,,,C47.1-,C79.89,-,D36.12,D48.2,D49.2
1160,2,cranial,,,C72.50,C79.49,-,D33.3,D43.3,D49.7
1161,3,specified NEC,,,C72.59,C79.49,-,D33.3,D43.3,D49.7
1162,2,facial,,,C72.59,C79.49,-,D33.3,D43.3,D49.7
1163,2,femoral,,,C47.2-,C79.89,-,D36.13,D48.2,D49.2
1164,2,ganglion NEC,,,C47.9,C79.89,-,D36.10,D48.2,D49.2
1165,2,glossopharyngeal,,,C72.59,C79.49,-,D33.3,D43.3,D49.7
1166,2,hypoglossal,,,C72.59,C79.49,-,D33.3,D43.3,D49.7
1167,2,intercostal,,,C47.3,C79.89,-,D36.14,D48.2,D49.2
1168,2,lumbar,,,C47.6,C79.89,-,D36.17,D48.2,D49.2
1169,2,median,,,C47.1-,C79.89,-,D36.12,D48.2,D49.2
1170,2,obturator,,,C47.2-,C79.89,-,D36.13,D48.2,D49.2
1171,2,oculomotor,,,C72.59,C79.49,-,D33.3,D43.3,D49.7
1172,2,olfactory,,,C47.2-,C79.49,-,D33.3,D43.3,D49.7
1173,2,optic,,,C72.3-,C79.49,-,D33.3,D43.3,D49.7
1174,2,parasympathetic NEC,,,C47.9,C79.89,-,D36.10,D48.2,D49.2
1175,2,peripheral NEC,,,C47.9,C79.89,-,D36.10,D48.2,D49.2
1176,3,abdomen,,,C47.4,C79.89,-,D36.15,D48.2,D49.2
1177,3,abdominal wall,,,C47.4,C79.89,-,D36.15,D48.2,D49.2
1178,3,ankle,,,C47.2-,C79.89,-,D36.13,D48.2,D49.2
1179,3,antecubital fossa or space,,,C47.1-,C79.89,-,D36.12,D48.2,D49.2
1180,3,arm,,,C47.1-,C79.89,-,D36.12,D48.2,D49.2
1181,3,auricle,,(ear),C47.0,C79.89,-,D36.11,D48.2,D49.2
1182,3,axilla,,,C47.3,C79.89,-,D36.12,D48.2,D49.2
1183,3,back,,,C47.6,C79.89,-,D36.17,D48.2,D49.2
1184,3,buttock,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1185,3,calf,,,C47.2-,C79.89,-,D36.13,D48.2,D49.2
1186,3,cervical region,,,C47.0,C79.89,-,D36.11,D48.2,D49.2
1187,3,cheek,,,C47.0,C79.89,-,D36.11,D48.2,D49.2
1188,3,chest,,(wall),C47.3,C79.89,-,D36.14,D48.2,D49.2
1189,3,chin,,,C47.0,C79.89,-,D36.11,D48.2,D49.2
1190,3,ear,,(external),C47.0,C79.89,-,D36.11,D48.2,D49.2
1191,3,elbow,,,C47.1-,C79.89,-,D36.12,D48.2,D49.2
1192,3,extrarectal,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1193,3,extremity,,,C47.9,C79.89,-,D36.10,D48.2,D49.2
1194,4,lower,,,C47.2-,C79.89,-,D36.13,D48.2,D49.2
1195,4,upper,,,C47.1-,C79.89,-,D36.12,D48.2,D49.2
1196,3,eyelid,,,C47.0,C79.89,-,D36.11,D48.2,D49.2
1197,3,face,,,C47.0,C79.89,-,D36.11,D48.2,D49.2
1198,3,finger,,,C47.1-,C79.89,-,D36.12,D48.2,D49.2
1199,3,flank,,,C47.6,C79.89,-,D36.17,D48.2,D49.2
1200,3,foot,,,C47.2-,C79.89,-,D36.13,D48.2,D49.2
1201,3,forearm,,,C47.1-,C79.89,-,D36.12,D48.2,D49.2
1202,3,forehead,,,C47.0,C79.89,-,D36.11,D48.2,D49.2
1203,3,gluteal region,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1204,3,groin,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1205,3,hand,,,C47.1-,C79.89,-,D36.12,D48.2,D49.2
1206,3,head,,,C47.0,C79.89,-,D36.11,D48.2,D49.2
1207,3,heel,,,C47.2-,C79.89,-,D36.13,D48.2,D49.2
1208,3,hip,,,C47.2-,C79.89,-,D36.13,D48.2,D49.2
1209,3,infraclavicular region,,,C47.3,C79.89,-,D36.14,D48.2,D49.2
1210,3,inguinal,,(canal) (region),C47.5,C79.89,-,D36.16,D48.2,D49.2
1211,3,intrathoracic,,,C47.3,C79.89,-,D36.14,D48.2,D49.2
1212,3,ischiorectal fossa,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1213,3,knee,,,C47.2-,C79.89,-,D36.13,D48.2,D49.2
1214,3,leg,,,C47.2-,C79.89,-,D36.13,D48.2,D49.2
1215,3,limb NEC,,,C47.9,C79.89,-,D36.10,D48.2,D49.2
1216,4,lower,,,C47.2-,C79.89,-,D36.13,D48.2,D49.2
1217,4,upper,,,C47.1-,C79.89,-,D36.12,D48.2,D49.2
1218,3,nates,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1219,3,neck,,,C47.0,C79.89,-,D36.11,D48.2,D49.2
1220,3,orbit,,,C69.6-,C79.49,-,D31.6-,D48.7,D49.2
1221,3,pararectal,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1222,3,paraurethral,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1223,3,paravaginal,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1224,3,pelvis,,(floor),C47.5,C79.89,-,D36.16,D48.2,D49.2
1225,3,pelvoabdominal,,,C47.8,C79.89,-,D36.17,D48.2,D49.2
1226,3,perineum,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1227,3,perirectal,,(tissue),C47.5,C79.89,-,D36.16,D48.2,D49.2
1228,3,periurethral,,(tissue),C47.5,C79.89,-,D36.16,D48.2,D49.2
1229,3,popliteal fossa or space,,,C47.2-,C79.89,-,D36.13,D48.2,D49.2
1230,3,presacral,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1231,3,pterygoid fossa,,,C47.0,C79.89,-,D36.11,D48.2,D49.2
1232,3,rectovaginal septum or wall,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1233,3,rectovesical,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1234,3,sacrococcygeal region,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1235,3,scalp,,,C47.0,C79.89,-,D36.11,D48.2,D49.2
1236,3,scapular region,,,C47.3,C79.89,-,D36.14,D48.2,D49.2
1237,3,shoulder,,,C47.1-,C79.89,-,D36.12,D48.2,D49.2
1238,3,submental,,,C47.0,C79.89,-,D36.11,D48.2,D49.2
1239,3,supraclavicular region,,,C47.0,C79.89,-,D36.11,D48.2,D49.2
1240,3,temple,,,C47.0,C79.89,-,D36.11,D48.2,D49.2
1241,3,temporal region,,,C47.0,C79.89,-,D36.11,D48.2,D49.2
1242,3,thigh,,,C47.2-,C79.89,-,D36.13,D48.2,D49.2
1243,3,thoracic,,(duct) (wall),C47.3,C79.89,-,D36.14,D48.2,D49.2
1244,3,thorax,,,C47.3,C79.89,-,D36.14,D48.2,D49.2
1245,3,thumb,,,C47.1-,C79.89,-,D36.12,D48.2,D49.2
1246,3,toe,,,C47.2-,C79.89,-,D36.13,D48.2,D49.2
1247,3,trunk,,,C47.6,C79.89,-,D36.17,D48.2,D49.2
1248,3,umbilicus,,,C47.4,C79.89,-,D36.15,D48.2,D49.2
1249,3,vesicorectal,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1250,3,wrist,,,C47.1-,C79.89,-,D36.12,D48.2,D49.2
1251,2,radial,,,C47.1-,C79.89,-,D36.12,D48.2,D49.2
1252,2,sacral,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1253,2,sciatic,,,C47.2-,C79.89,-,D36.13,D48.2,D49.2
1254,2,spinal NEC,,,C47.9,C79.89,-,D36.10,D48.2,D49.2
1255,3,accessory,,,C72.59,C79.49,-,D33.3,D43.3,D49.7
1256,2,sympathetic NEC,,,C47.9,C79.89,-,D36.10,D48.2,D49.2
1257,2,trigeminal,,,C72.59,C79.49,-,D33.3,D43.3,D49.7
1258,2,trochlear,,,C72.59,C79.49,-,D33.3,D43.3,D49.7
1259,2,ulnar,,,C47.1-,C79.89,-,D36.12,D48.2,D49.2
1260,2,vagus,,,C72.59,C79.49,-,D33.3,D43.3,D49.7
1261,1,nervous system,,(central),C72.9,C79.40,-,D33.9,D43.9,D49.7
1262,2,autonomic,"Neoplasm, nerve, peripheral",,,,,,,
1263,2,parasympathetic,"Neoplasm, nerve, peripheral",,,,,,,
1264,2,specified site NEC,,,-,C79.49,-,D33.7,D43.8,-
1265,2,sympathetic,"Neoplasm, nerve, peripheral",,,,,,,
1266,1,nevus,Nevus,,,,,,,
1267,1,nipple,,,C50.0-,C79.81,D05.-,D24.-,-,-
1268,1,"nose, nasal",,,C76.0,C79.89,D09.8,D36.7,D48.7,D49.89
1269,2,ala,,(external) (nasi),C44.301,C79.2,D04.39,D23.39,D48.5,D49.2
1270,2,bone,,,C41.0,C79.51,-,D16.4-,D48.0,D49.2
1271,2,cartilage,,,C30.0,C78.39,D02.3,D14.0,D38.5,D49.1
1272,2,cavity,,,C30.0,C78.39,D02.3,D14.0,D38.5,D49.1
1273,2,choana,,,C11.3,C79.89,D00.08,D10.6,D37.05,D49.0
1274,2,external,,(skin),C44.301,C79.2,D04.39,D23.39,D48.5,D49.2
1275,2,fossa,,,C30.0,C78.39,D02.3,D14.0,D38.5,D49.1
1276,2,internal,,,C30.0,C78.39,D02.3,D14.0,D38.5,D49.1
1277,2,mucosa,,,C30.0,C78.39,D02.3,D14.0,D38.5,D49.1
1278,2,septum,,,C30.0,C78.39,D02.3,D14.0,D38.5,D49.1
1279,3,posterior margin,,,C11.3,C79.89,D00.08,D10.6,D37.05,D49.0
1280,2,sinus,"Neoplasm, sinus",,,,,,,
1281,2,skin,,,C44.301,C79.2,D04.39,D23.39,D48.5,D49.2
1282,3,basal cell carcinoma,,,C44.311,-,-,-,-,-
1283,3,specified type NEC,,,C44.391,-,-,-,-,-
1284,3,squamous cell carcinoma,,,C44.321,-,-,-,-,-
1285,2,turbinate,,(mucosa),C30.0,C78.39,D02.3,D14.0,D38.5,D49.1
1286,3,bone,,,C41.0,C79.51,-,D16.4-,D48.0,D49.2
1287,2,vestibule,,,C30.0,C78.39,D02.3,D14.0,D38.5,D49.1
1288,1,nostril,,,C30.0,C78.39,D02.3,D14.0,D38.5,D49.1
1289,1,nucleus pulposus,,,C41.2,C79.51,-,D16.6,D48.0,D49.2
1290,1,occipital,,,,,,,,
1291,2,bone,,,C41.0,C79.51,-,D16.4-,D48.0,D49.2
1292,2,"lobe or pole, brain",,,C71.4,C79.31,-,D33.0,D43.0,D49.6
1293,1,odontogenic,"Neoplasm, jaw, bone",,,,,,,
1294,1,olfactory nerve or bulb,,,C72.2-,C79.49,-,D33.3,D43.3,D49.7
1295,1,olive,,(brain),C71.7,C79.31,-,D33.1,D43.1,D49.6
1296,1,omentum,,,C48.1,C78.6,-,D20.1,D48.4,D49.0
1297,1,operculum,,(brain),C71.0,C79.31,-,D33.0,D43.0,D49.6
1298,1,"optic nerve, chiasm, or tract",,,C72.3-,C79.49,-,D33.3,D43.3,D49.7
1299,1,oral,,(cavity),C06.9,C79.89,D00.00,D10.30,D37.09,D49.0
1300,2,ill-defined,,,C14.8,C79.89,D00.00,D10.30,D37.09,D49.0
1301,2,mucosa,,,C06.0,C79.89,D00.02,D10.39,D37.09,D49.0
1302,1,orbit,,,C69.6-,C79.49,D09.2-,D31.6-,D48.7,D49.89
1303,2,autonomic nerve,,,C69.6-,C79.49,-,D31.6-,D48.7,D49.2
1304,2,bone,,,C41.0,C79.51,-,D16.4-,D48.0,D49.2
1305,2,eye,,,C69.6-,C79.49,D09.2-,D31.6-,D48.7,D49.89
1306,2,peripheral nerves,,,C69.6-,C79.49,-,D31.6-,D48.7,D49.2
1307,2,soft parts,,,C69.6-,C79.49,D09.2-,D31.6-,D48.7,D49.89
1308,1,organ of Zuckerkandl,,,C75.5,C79.89,-,D35.6,D44.7,D49.7
1309,1,oropharynx,,,C10.9,C79.89,D00.08,D10.5,D37.05,D49.0
1310,2,branchial cleft,,(vestige),C10.4,C79.89,D00.08,D10.5,D37.05,D49.0
1311,2,junctional region,,,C10.8,C79.89,D00.08,D10.5,D37.05,D49.0
1312,2,lateral wall,,,C10.2,C79.89,D00.08,D10.5,D37.05,D49.0
1313,2,overlapping lesion,,,C10.8,-,-,-,-,-
1314,2,pillars or fauces,,,C09.1,C79.89,D00.08,D10.5,D37.05,D49.0
1315,2,posterior wall,,,C10.3,C79.89,D00.08,D10.5,D37.05,D49.0
1316,2,vallecula,,,C10.0,C79.89,D00.08,D10.5,D37.05,D49.0
1317,1,os,,,,,,,,
1318,2,external,,,C53.1,C79.82,D06.1,D26.0,D39.0,D49.59
1319,2,internal,,,C53.0,C79.82,D06.0,D26.0,D39.0,D49.59
1320,1,ovary,,,C56.-,C79.6-,D07.39,D27.-,D39.1-,D49.59
1321,1,oviduct,,,C57.0-,C79.82,D07.39,D28.2,D39.8,D49.59
1322,1,palate,,,C05.9,C79.89,D00.00,D10.39,D37.09,D49.0
1323,2,hard,,,C05.0,C79.89,D00.05,D10.39,D37.09,D49.0
1324,2,junction of hard and soft palate,,,C05.9,C79.89,D00.00,D10.39,D37.09,D49.0
1325,2,overlapping lesions,,,C05.8,-,-,-,-,-
1326,2,soft,,,C05.1,C79.89,D00.04,D10.39,D37.09,D49.0
1327,3,nasopharyngeal surface,,,C11.3,C79.89,D00.08,D10.6,D37.05,D49.0
1328,3,posterior surface,,,C11.3,C79.89,D00.08,D10.6,D37.05,D49.0
1329,3,superior surface,,,C11.3,C79.89,D00.08,D10.6,D37.05,D49.0
1330,1,palatoglossal arch,,,C09.1,C79.89,D00.00,D10.5,D37.09,D49.0
1331,1,palatopharyngeal arch,,,C09.1,C79.89,D00.00,D10.5,D37.09,D49.0
1332,1,pallium,,,C71.0,C79.31,-,D33.0,D43.0,D49.6
1333,1,palpebra,,,C44.10-,C79.2,D04.1-,D23.1-,D48.5,D49.2
1334,2,basal cell carcinoma,,,C44.11-,-,-,-,-,-
1335,2,sebaceous cell,,,C44.13-,-,-,-,-,-
1336,2,specified type NEC,,,C44.19-,-,-,-,-,-
1337,2,squamous cell carcinoma,,,C44.12-,-,-,-,-,-
1338,1,pancreas,,,C25.9,C78.89,D01.7,D13.6,D37.8,D49.0
1339,2,body,,,C25.1,C78.89,D01.7,D13.6,D37.8,D49.0
1340,2,duct,,(of Santorini) (of Wirsung),C25.3,C78.89,D01.7,D13.6,D37.8,D49.0
1341,2,ectopic tissue,,,C25.7,C78.89,-,D13.6,D37.8,D49.0
1342,2,head,,,C25.0,C78.89,D01.7,D13.6,D37.8,D49.0
1343,2,islet cells,,,C25.4,C78.89,D01.7,D13.7,D37.8,D49.0
1344,2,neck,,,C25.7,C78.89,D01.7,D13.6,D37.8,D49.0
1345,2,overlapping lesion,,,C25.8,-,-,-,-,-
1346,2,tail,,,C25.2,C78.89,D01.7,D13.6,D37.8,D49.0
1347,1,para-aortic body,,,C75.5,C79.89,-,D35.6,D44.7,D49.7
1348,1,paraganglion NEC,,,C75.5,C79.89,-,D35.6,D44.7,D49.7
1349,1,parametrium,,,C57.3,C79.82,-,D28.2,D39.8,D49.59
1350,1,paranephric,,,C48.0,C78.6,-,D20.0,D48.3,D49.0
1351,1,pararectal,,,C76.3,C79.89,-,D36.7,D48.7,D49.89
1352,1,parasagittal,,(region),C76.0,C79.89,D09.8,D36.7,D48.7,D49.89
1353,1,parasellar,,,C72.9,C79.49,-,D33.9,D43.8,D49.7
1354,1,parathyroid,,(gland),C75.0,C79.89,D09.3,D35.1,D44.2,D49.7
1355,1,paraurethral,,,C76.3,C79.89,-,D36.7,D48.7,D49.89
1356,2,gland,,,C68.1,C79.19,D09.19,D30.8,D41.8,D49.59
1357,1,paravaginal,,,C76.3,C79.89,-,D36.7,D48.7,D49.89
1358,1,"parenchyma, kidney",,,C64.-,C79.0-,D09.19,D30.0-,D41.0-,D49.51-
1359,1,parietal,,,,,,,,
1360,2,bone,,,C41.0,C79.51,-,D16.4-,D48.0,D49.2
1361,2,"lobe, brain",,,C71.3,C79.31,-,D33.0,D43.0,D49.6
1362,1,paroophoron,,,C57.1,C79.82,D07.39,D28.2,D39.8,D49.59
1363,1,parotid,,(duct) (gland),C07,C79.89,D00.00,D11.0,D37.030,D49.0
1364,1,parovarium,,,C57.1,C79.82,D07.39,D28.2,D39.8,D49.59
1365,1,patella,,,C40.20,C79.51,-,-,-,-
1366,1,"peduncle, cerebral",,,C71.7,C79.31,-,D33.1,D43.1,D49.6
1367,1,pelvirectal junction,,,C19,C78.5,D01.1,D12.7,D37.5,D49.0
1368,1,"pelvis, pelvic",,,C76.3,C79.89,D09.8,D36.7,D48.7,D49.89
1369,2,bone,,,C41.4,C79.51,-,D16.8,D48.0,D49.2
1370,2,floor,,,C76.3,C79.89,D09.8,D36.7,D48.7,D49.89
1371,2,renal,,,C65.-,C79.0-,D09.19,D30.1-,D41.1-,D49.51-
1372,2,viscera,,,C76.3,C79.89,D09.8,D36.7,D48.7,D49.89
1373,2,wall,,,C76.3,C79.89,D09.8,D36.7,D48.7,D49.89
1374,1,pelvo-abdominal,,,C76.8,C79.89,D09.8,D36.7,D48.7,D49.89
1375,1,penis,,,C60.9,C79.82,D07.4,D29.0,D40.8,D49.59
1376,2,body,,,C60.2,C79.82,D07.4,D29.0,D40.8,D49.59
1377,2,corpus,,(cavernosum),C60.2,C79.82,D07.4,D29.0,D40.8,D49.59
1378,2,glans,,,C60.1,C79.82,D07.4,D29.0,D40.8,D49.59
1379,2,overlapping sites,,,C60.8,-,-,-,-,-
1380,2,skin NEC,,,C60.9,C79.82,D07.4,D29.0,D40.8,D49.59
1381,1,periadrenal,,(tissue),C48.0,C78.6,-,D20.0,D48.3,D49.0
1382,1,perianal,,(skin),C44.500,C79.2,D04.5,D23.5,D48.5,D49.2
1383,1,pericardium,,,C38.0,C79.89,-,D15.1,D48.7,D49.89
1384,1,perinephric,,,C48.0,C78.6,-,D20.0,D48.3,D49.0
1385,1,perineum,,,C76.3,C79.89,D09.8,D36.7,D48.7,D49.89
1386,1,periodontal tissue NEC,,,C03.9,C79.89,D00.03,D10.39,D37.09,D49.0
1387,1,periosteum,"Neoplasm, bone",,,,,,,
1388,1,peripancreatic,,,C48.0,C78.6,-,D20.0,D48.3,D49.0
1389,1,peripheral nerve NEC,,,C47.9,C79.89,-,D36.10,D48.2,D49.2
1390,1,perirectal,,(tissue),C76.3,C79.89,-,D36.7,D48.7,D49.89
1391,1,perirenal,,(tissue),C48.0,C78.6,-,D20.0,D48.3,D49.0
1392,1,"peritoneum, peritoneal",,(cavity),C48.2,C78.6,-,D20.1,D48.4,D49.0
1393,2,benign mesothelial tissue,"Mesothelioma, benign",,,,,,,
1394,2,overlapping lesion,,,C48.8,-,-,-,-,-
1395,3,with digestive organs,,,C26.9,-,-,-,-,-
1396,2,parietal,,,C48.1,C78.6,-,D20.1,D48.4,D49.0
1397,2,pelvic,,,C48.1,C78.6,-,D20.1,D48.4,D49.0
1398,2,specified part NEC,,,C48.1,C78.6,-,D20.1,D48.4,D49.0
1399,1,peritonsillar,,(tissue),C76.0,C79.89,D09.8,D36.7,D48.7,D49.89
1400,1,periurethral tissue,,,C76.3,C79.89,-,D36.7,D48.7,D49.89
1401,1,phalanges,,,,,,,,
1402,2,foot,,,C40.3-,C79.51,-,D16.3-,-,-
1403,2,hand,,,C40.1-,C79.51,-,D16.1-,-,-
1404,1,"pharynx, pharyngeal",,,C14.0,C79.89,D00.08,D10.9,D37.05,D49.0
1405,2,bursa,,,C11.1,C79.89,D00.08,D10.6,D37.05,D49.0
1406,2,fornix,,,C11.3,C79.89,D00.08,D10.6,D37.05,D49.0
1407,2,recess,,,C11.2,C79.89,D00.08,D10.6,D37.05,D49.0
1408,2,region,,,C14.0,C79.89,D00.08,D10.9,D37.05,D49.0
1409,2,tonsil,,,C11.1,C79.89,D00.08,D10.6,D37.05,D49.0
1410,2,wall,,(lateral) (posterior),C14.0,C79.89,D00.08,D10.9,D37.05,D49.0
1411,1,pia mater,,,C70.9,C79.40,-,D32.9,D42.9,D49.7
1412,2,cerebral,,,C70.0,C79.32,-,D32.0,D42.0,D49.7
1413,2,cranial,,,C70.0,C79.32,-,D32.0,D42.0,D49.7
1414,2,spinal,,,C70.1,C79.49,-,D32.1,D42.1,D49.7
1415,1,pillars of fauces,,,C09.1,C79.89,D00.08,D10.5,D37.05,D49.0
1416,1,pineal,,(body) (gland),C75.3,C79.89,D09.3,D35.4,D44.5,D49.7
1417,1,pinna,,(ear),C44.20-,C79.2,D04.2-,D23.2-,D48.5,D49.2
1418,1,piriform fossa or sinus,,,C12,C79.89,D00.08,D10.7,D37.05,D49.0
1419,1,pituitary,,(body) (fossa) (gland) (lobe),C75.1,C79.89,D09.3,D35.2,D44.3,D49.7
1420,1,placenta,,,C58,C79.82,D07.0,D26.7,D39.2,D49.59
