RowID,Letter,Level,Term,SeeAlso,NonEssModif,PoisoningAccidental,PoisoningIntentionalSelfHarm,PoisoningAssault,PoisoningUndetermined,AdverseEffect,Underdosing
5720,P,0,Profenil,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
5721,P,0,Proflavine,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
5722,P,0,Progabide,,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
5723,P,0,Progesterone,,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
5724,P,0,Progestin,,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
5725,P,1,oral contraceptive,,,T38.4X1,T38.4X2,T38.4X3,T38.4X4,T38.4X5,T38.4X6
5726,P,0,Progestogen NEC,,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
5727,P,0,Progestone,,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
5728,P,0,Proglumide,,,T47.1X1,T47.1X2,T47.1X3,T47.1X4,T47.1X5,T47.1X6
5729,P,0,Proguanil,,,T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
5730,P,0,Prolactin,,,T38.811,T38.812,T38.813,T38.814,T38.815,T38.816
5731,P,0,Prolintane,,,T43.691,T43.692,T43.693,T43.694,T43.695,T43.696
5732,P,0,Proloid,,,T38.1X1,T38.1X2,T38.1X3,T38.1X4,T38.1X5,T38.1X6
5733,P,0,Proluton,,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
5734,P,0,Promacetin,,,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
5735,P,0,Promazine,,,T43.3X1,T43.3X2,T43.3X3,T43.3X4,T43.3X5,T43.3X6
5736,P,0,Promedol,,,T40.2X1,T40.2X2,T40.2X3,T40.2X4,--,--
5737,P,0,Promegestone,,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
5738,P,0,Promethazine,,(teoclate),T43.3X1,T43.3X2,T43.3X3,T43.3X4,T43.3X5,T43.3X6
5739,P,0,Promin,,,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
5740,P,0,Pronase,,,T45.3X1,T45.3X2,T45.3X3,T45.3X4,T45.3X5,T45.3X6
5741,P,0,Pronestyl,,(hydrochloride),T46.2X1,T46.2X2,T46.2X3,T46.2X4,T46.2X5,T46.2X6
5742,P,0,Pronetalol,,,T44.7X1,T44.7X2,T44.7X3,T44.7X4,T44.7X5,T44.7X6
5743,P,0,Prontosil,,,T37.0X1,T37.0X2,T37.0X3,T37.0X4,T37.0X5,T37.0X6
5744,P,0,Propachlor,,,T60.3X1,T60.3X2,T60.3X3,T60.3X4,--,--
5745,P,0,Propafenone,,,T46.2X1,T46.2X2,T46.2X3,T46.2X4,T46.2X5,T46.2X6
5746,P,0,Propallylonal,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
5747,P,0,Propamidine,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
5748,P,0,Propane,,(distributed in mobile container),T59.891,T59.892,T59.893,T59.894,--,--
5749,P,1,distributed through pipes,,,T59.891,T59.892,T59.893,T59.894,--,--
5750,P,1,incomplete combustion,,,T58.11,T58.12,T58.13,T58.14,--,--
5751,P,0,Propanidid,,,T41.291,T41.292,T41.293,T41.294,T41.295,T41.296
5752,P,0,Propanil,,,T60.3X1,T60.3X2,T60.3X3,T60.3X4,--,--
5753,P,0,1-Propanol,,,T51.3X1,T51.3X2,T51.3X3,T51.3X4,--,--
5754,P,0,2-Propanol,,,T51.2X1,T51.2X2,T51.2X3,T51.2X4,--,--
5755,P,0,Propantheline,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
5756,P,1,bromide,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
5757,P,0,Proparacaine,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
5758,P,0,Propatylnitrate,,,T46.3X1,T46.3X2,T46.3X3,T46.3X4,T46.3X5,T46.3X6
5759,P,0,Propicillin,,,T36.0X1,T36.0X2,T36.0X3,T36.0X4,T36.0X5,T36.0X6
5760,P,0,Propiolactone,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
5761,P,0,Propiomazine,,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
5762,P,0,Propionaldehyde,,(medicinal),T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
5763,P,0,Propionate,,(calcium) (sodium),T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
5764,P,0,Propion gel,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
5765,P,0,Propitocaine,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
5766,P,1,infiltration,,(subcutaneous),T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
5767,P,1,nerve block,,(peripheral) (plexus),T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
5768,P,0,Propofol,,,T41.291,T41.292,T41.293,T41.294,T41.295,T41.296
5769,P,0,Propoxur,,,T60.0X1,T60.0X2,T60.0X3,T60.0X4,--,--
5770,P,0,Propoxycaine,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
5771,P,1,infiltration,,(subcutaneous),T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
5772,P,1,nerve block,,(peripheral) (plexus),T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
5773,P,1,topical,,(surface),T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
5774,P,0,Propoxyphene,,,T40.491,T40.492,T40.493,T40.494,T40.495,T40.496
5775,P,0,Propranolol,,,T44.7X1,T44.7X2,T44.7X3,T44.7X4,T44.7X5,T44.7X6
5776,P,0,Propyl,,,,,,,,
5777,P,1,alcohol,,,T51.3X1,T51.3X2,T51.3X3,T51.3X4,--,--
5778,P,1,carbinol,,,T51.3X1,T51.3X2,T51.3X3,T51.3X4,--,--
5779,P,1,hexadrine,,,T44.4X1,T44.4X2,T44.4X3,T44.4X4,T44.4X5,T44.4X6
5780,P,1,iodone,,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
5781,P,1,thiouracil,,,T38.2X1,T38.2X2,T38.2X3,T38.2X4,T38.2X5,T38.2X6
5782,P,0,Propylaminopheno-thiazine,,,T43.3X1,T43.3X2,T43.3X3,T43.3X4,T43.3X5,T43.3X6
5783,P,0,Propylene,,,T59.891,T59.892,T59.893,T59.894,--,--
5784,P,0,Propylhexedrine,,,T48.5X1,T48.5X2,T48.5X3,T48.5X4,T48.5X5,T48.5X6
5785,P,0,Propyliodone,,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
5786,P,0,Propylparaben,,(ophthalmic),T49.5X1,T49.5X2,T49.5X3,T49.5X4,T49.5X5,T49.5X6
5787,P,0,Propylthiouracil,,,T38.2X1,T38.2X2,T38.2X3,T38.2X4,T38.2X5,T38.2X6
5788,P,0,Propyphenazone,,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
5789,P,0,Proquazone,,,T39.391,T39.392,T39.393,T39.394,T39.395,T39.396
5790,P,0,Proscillaridin,,,T46.0X1,T46.0X2,T46.0X3,T46.0X4,T46.0X5,T46.0X6
5791,P,0,Prostacyclin,,,T45.521,T45.522,T45.523,T45.524,T45.525,T45.526
5792,P,0,Prostaglandin,,(I2),T45.521,T45.522,T45.523,T45.524,T45.525,T45.526
5793,P,1,E1,,,T46.7X1,T46.7X2,T46.7X3,T46.7X4,T46.7X5,T46.7X6
5794,P,1,E2,,,T48.0X1,T48.0X2,T48.0X3,T48.0X4,T48.0X5,T48.0X6
5795,P,1,F2 alpha,,,T48.0X1,T48.0X2,T48.0X3,T48.0X4,T48.0X5,T48.0X6
5796,P,0,Prostigmin,,,T44.0X1,T44.0X2,T44.0X3,T44.0X4,T44.0X5,T44.0X6
5797,P,0,Prosultiamine,,,T45.2X1,T45.2X2,T45.2X3,T45.2X4,T45.2X5,T45.2X6
5798,P,0,Protamine sulfate,,,T45.7X1,T45.7X2,T45.7X3,T45.7X4,T45.7X5,T45.7X6
5799,P,1,zinc insulin,,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
5800,P,0,Protease,,,T47.5X1,T47.5X2,T47.5X3,T47.5X4,T47.5X5,T47.5X6
5801,P,0,"Protectant, skin NEC",,,T49.3X1,T49.3X2,T49.3X3,T49.3X4,T49.3X5,T49.3X6
5802,P,0,Protein hydrolysate,,,T50.991,T50.992,T50.993,T50.994,T50.995,T50.996
5803,P,0,Prothiaden,,,,,,,,
5804,P,0,Prothionamide,,,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
5805,P,0,Prothipendyl,,,T43.591,T43.592,T43.593,T43.594,T43.595,T43.596
5806,P,0,Prothoate,,,T60.0X1,T60.0X2,T60.0X3,T60.0X4,--,--
5807,P,0,Prothrombin,,,,,,,,
5808,P,1,activator,,,T45.7X1,T45.7X2,T45.7X3,T45.7X4,T45.7X5,T45.7X6
5809,P,1,synthesis inhibitor,,,T45.511,T45.512,T45.513,T45.514,T45.515,T45.516
5810,P,0,Protionamide,,,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
5811,P,0,Protirelin,,,T38.891,T38.892,T38.893,T38.894,T38.895,T38.896
5812,P,0,Protokylol,,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
5813,P,0,Protopam,,,T50.6X1,T50.6X2,T50.6X3,T50.6X4,T50.6X5,T50.6X6
5814,P,0,Protoveratrine,,(s) (A) (B),T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
5815,P,0,Protriptyline,,,T43.011,T43.012,T43.013,T43.014,T43.015,T43.016
5816,P,0,Provera,,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
5817,P,0,Provitamin A,,,T45.2X1,T45.2X2,T45.2X3,T45.2X4,T45.2X5,T45.2X6
5818,P,0,Proxibarbal,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
5819,P,0,Proxymetacaine,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
5820,P,0,Proxyphylline,,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
5821,P,0,Prozac,,,,,,,,
5822,P,0,Prunus,,,,,,,,
5823,P,1,laurocerasus,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
5824,P,1,virginiana,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
5825,P,0,Prussian blue,,,,,,,,
5826,P,1,commercial,,,T65.891,T65.892,T65.893,T65.894,--,--
5827,P,1,therapeutic,,,T50.6X1,T50.6X2,T50.6X3,T50.6X4,T50.6X5,T50.6X6
5828,P,0,Prussic acid,,,T65.0X1,T65.0X2,T65.0X3,T65.0X4,--,--
5829,P,1,vapor,,,T57.3X1,T57.3X2,T57.3X3,T57.3X4,--,--
5830,P,0,Pseudoephedrine,,,T44.991,T44.992,T44.993,T44.994,T44.995,T44.996
5831,P,0,Psilocin,,,T40.991,T40.992,T40.993,T40.994,--,--
5832,P,0,Psilocybin,,,T40.991,T40.992,T40.993,T40.994,--,--
5833,P,0,Psilocybine,,,T40.991,T40.992,T40.993,T40.994,--,--
5834,P,0,Psoralene,,(nonmedicinal),T65.891,T65.892,T65.893,T65.894,--,--
5835,P,0,Psoralens,,(medicinal),T50.991,T50.992,T50.993,T50.994,T50.995,T50.996
5836,P,0,PSP,,(phenolsulfonphthalein),T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
5837,P,0,Psychodysleptic drug NOS,,,T40.901,T40.902,T40.903,T40.904,T40.905,T40.906
5838,P,1,specified NEC,,,T40.991,T40.992,T40.993,T40.994,T40.995,T40.996
5839,P,0,Psychostimulant,,,T43.601,T43.602,T43.603,T43.604,T43.605,T43.606
5840,P,1,amphetamine,,,T43.621,T43.622,T43.623,T43.624,T43.625,T43.626
5841,P,1,caffeine,,,T43.611,T43.612,T43.613,T43.614,T43.615,T43.616
5842,P,1,methylphenidate,,,T43.631,T43.632,T43.633,T43.634,T43.635,T43.636
5843,P,1,specified NEC,,,T43.691,T43.692,T43.693,T43.694,T43.695,T43.696
5844,P,0,Psychotherapeutic drug NEC,,,T43.91,T43.92,T43.93,T43.94,T43.95,T43.96
5845,P,1,antidepressants,,,T43.201,T43.202,T43.203,T43.204,T43.205,T43.206
5846,P,1,specified NEC,,,T43.8X1,T43.8X2,T43.8X3,T43.8X4,T43.8X5,T43.8X6
5847,P,1,tranquilizers NEC,,,T43.501,T43.502,T43.503,T43.504,T43.505,T43.506
5848,P,0,Psychotomimetic agents,,,T40.901,T40.902,T40.903,T40.904,T40.905,T40.906
5849,P,0,Psychotropic drug NEC,,,T43.91,T43.92,T43.93,T43.94,T43.95,T43.96
5850,P,1,specified NEC,,,T43.8X1,T43.8X2,T43.8X3,T43.8X4,T43.8X5,T43.8X6
5851,P,0,Psyllium hydrophilic mucilloid,,,T47.4X1,T47.4X2,T47.4X3,T47.4X4,T47.4X5,T47.4X6
5852,P,0,Pteroylglutamic acid,,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
5853,P,0,Pteroyltriglutamate,,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
5854,P,0,PTFE,,,,,,,,
5855,P,0,Pulp,,,,,,,,
5856,P,1,devitalizing paste,,,T49.7X1,T49.7X2,T49.7X3,T49.7X4,T49.7X5,T49.7X6
5857,P,1,dressing,,,T49.7X1,T49.7X2,T49.7X3,T49.7X4,T49.7X5,T49.7X6
5858,P,0,Pulsatilla,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
5859,P,0,Pumpkin seed extract,,,T37.4X1,T37.4X2,T37.4X3,T37.4X4,T37.4X5,T37.4X6
5860,P,0,Purex,,(bleach),T54.91,T54.92,T54.93,T54.94,--,--
5861,P,0,Purgative NEC,Cathartic,,T47.4X1,T47.4X2,T47.4X3,T47.4X4,T47.4X5,T47.4X6
5862,P,0,Purine analogue,,(antineoplastic),T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
5863,P,0,Purine diuretics,,,T50.2X1,T50.2X2,T50.2X3,T50.2X4,T50.2X5,T50.2X6
5864,P,0,Purinethol,,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
5865,P,0,PVP,,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
5866,P,0,Pyrabital,,,T39.8X1,T39.8X2,T39.8X3,T39.8X4,T39.8X5,T39.8X6
5867,P,0,Pyramidon,,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
5868,P,0,Pyrantel,,,T37.4X1,T37.4X2,T37.4X3,T37.4X4,T37.4X5,T37.4X6
5869,P,0,Pyrathiazine,,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
5870,P,0,Pyrazinamide,,,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
5871,P,0,Pyrazinoic acid,,(amide),T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
5872,P,0,Pyrazole,,(derivatives),T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
5873,P,0,Pyrazolone analgesic NEC,,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
5874,P,0,"Pyrethrin, pyrethrum",,(nonmedicinal),T60.2X1,T60.2X2,T60.2X3,T60.2X4,--,--
5875,P,0,Pyrethrum extract,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
5876,P,0,Pyribenzamine,,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
5877,P,0,Pyridine,,,T52.8X1,T52.8X2,T52.8X3,T52.8X4,--,--
5878,P,1,aldoxime methiodide,,,T50.6X1,T50.6X2,T50.6X3,T50.6X4,T50.6X5,T50.6X6
5879,P,1,aldoxime methyl chloride,,,T50.6X1,T50.6X2,T50.6X3,T50.6X4,T50.6X5,T50.6X6
5880,P,1,vapor,,,T59.891,T59.892,T59.893,T59.894,--,--
5881,P,0,Pyridium,,,T39.8X1,T39.8X2,T39.8X3,T39.8X4,T39.8X5,T39.8X6
5882,P,0,Pyridostigmine bromide,,,T44.0X1,T44.0X2,T44.0X3,T44.0X4,T44.0X5,T44.0X6
5883,P,0,Pyridoxal phosphate,,,T45.2X1,T45.2X2,T45.2X3,T45.2X4,T45.2X5,T45.2X6
5884,P,0,Pyridoxine,,,T45.2X1,T45.2X2,T45.2X3,T45.2X4,T45.2X5,T45.2X6
5885,P,0,Pyrilamine,,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
5886,P,0,Pyrimethamine,,,T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
5887,P,1,with sulfadoxine,,,T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
5888,P,0,Pyrimidine antagonist,,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
5889,P,0,Pyriminil,,,T60.4X1,T60.4X2,T60.4X3,T60.4X4,--,--
5890,P,0,Pyrithione zinc,,,T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
5891,P,0,Pyrithyldione,,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
5892,P,0,Pyrogallic acid,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
5893,P,0,Pyrogallol,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
5894,P,0,Pyroxylin,,,T49.3X1,T49.3X2,T49.3X3,T49.3X4,T49.3X5,T49.3X6
5895,P,0,Pyrrobutamine,,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
5896,P,0,Pyrrolizidine alkaloids,,,T62.8X1,T62.8X2,T62.8X3,T62.8X4,--,--
5897,P,0,Pyrvinium chloride,,,T37.4X1,T37.4X2,T37.4X3,T37.4X4,T37.4X5,T37.4X6
5898,P,0,PZI,,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
5899,Q,0,Quaalude,,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
5900,Q,0,Quarternary ammonium,,,,,,,,
5901,Q,1,anti-infective,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
5902,Q,1,ganglion blocking,,,T44.2X1,T44.2X2,T44.2X3,T44.2X4,T44.2X5,T44.2X6
5903,Q,1,parasympatholytic,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
5904,Q,0,Quazepam,,,T42.4X1,T42.4X2,T42.4X3,T42.4X4,T42.4X5,T42.4X6
5905,Q,0,Quicklime,,,T54.3X1,T54.3X2,T54.3X3,T54.3X4,--,--
5906,Q,0,Quillaja extract,,,T48.4X1,T48.4X2,T48.4X3,T48.4X4,T48.4X5,T48.4X6
5907,Q,0,Quinacrine,,,T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
5908,Q,0,Quinaglute,,,T46.2X1,T46.2X2,T46.2X3,T46.2X4,T46.2X5,T46.2X6
5909,Q,0,Quinalbarbital,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
5910,Q,0,Quinalbarbitone sodium,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
5911,Q,0,Quinalphos,,,T60.0X1,T60.0X2,T60.0X3,T60.0X4,--,--
5912,Q,0,Quinapril,,,T46.4X1,T46.4X2,T46.4X3,T46.4X4,T46.4X5,T46.4X6
5913,Q,0,Quinestradiol,,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
5914,Q,0,Quinestradol,,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
5915,Q,0,Quinestrol,,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
5916,Q,0,Quinethazone,,,T50.2X1,T50.2X2,T50.2X3,T50.2X4,T50.2X5,T50.2X6
5917,Q,0,Quingestanol,,,T38.4X1,T38.4X2,T38.4X3,T38.4X4,T38.4X5,T38.4X6
5918,Q,0,Quinidine,,,T46.2X1,T46.2X2,T46.2X3,T46.2X4,T46.2X5,T46.2X6
5919,Q,0,Quinine,,,T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
5920,Q,0,Quiniobine,,,T37.8X1,T37.8X2,T37.8X3,T37.8X4,T37.8X5,T37.8X6
5921,Q,0,Quinisocaine,,,T49.1X1,T49.1X2,T49.1X3,T49.1X4,T49.1X5,T49.1X6
5922,Q,0,Quinocide,,,T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
5923,Q,0,Quinoline,,(derivatives),T37.8X1,T37.8X2,T37.8X3,T37.8X4,T37.8X5,T37.8X6
5924,Q,0,Quinupramine,,,T43.011,T43.012,T43.013,T43.014,T43.015,T43.016
5925,Q,0,Quotane,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
5926,R,0,Rabies,,,,,,,,
5927,R,1,immune globulin,,(human),T50.Z11,T50.Z12,T50.Z13,T50.Z14,T50.Z15,T50.Z16
5928,R,1,vaccine,,,T50.B91,T50.B92,T50.B93,T50.B94,T50.B95,T50.B96
5929,R,0,Racemoramide,,,T40.2X1,T40.2X2,T40.2X3,T40.2X4,--,--
5930,R,0,Racemorphan,,,T40.2X1,T40.2X2,T40.2X3,T40.2X4,T40.2X5,T40.2X6
5931,R,0,Racepinefrin,,,T44.5X1,T44.5X2,T44.5X3,T44.5X4,T44.5X5,T44.5X6
5932,R,0,Raclopride,,,T43.591,T43.592,T43.593,T43.594,T43.595,T43.596
5933,R,0,Radiator alcohol,,,T51.1X1,T51.1X2,T51.1X3,T51.1X4,--,--
5934,R,0,Radioactive drug NEC,,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
5935,R,0,Radio-opaque,,(drugs) (materials),T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
5936,R,0,Ramifenazone,,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
5937,R,0,Ramipril,,,T46.4X1,T46.4X2,T46.4X3,T46.4X4,T46.4X5,T46.4X6
5938,R,0,Ranitidine,,,T47.0X1,T47.0X2,T47.0X3,T47.0X4,T47.0X5,T47.0X6
5939,R,0,Ranunculus,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
5940,R,0,Rat poison NEC,,,T60.4X1,T60.4X2,T60.4X3,T60.4X4,--,--
5941,R,0,Rattlesnake,,(venom),T63.011,T63.012,T63.013,T63.014,--,--
5942,R,0,Raubasine,,,T46.7X1,T46.7X2,T46.7X3,T46.7X4,T46.7X5,T46.7X6
5943,R,0,Raudixin,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
5944,R,0,Rautensin,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
5945,R,0,Rautina,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
5946,R,0,Rautotal,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
5947,R,0,Rauwiloid,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
5948,R,0,Rauwoldin,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
5949,R,0,Rauwolfia,,(alkaloids),T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
5950,R,0,Razoxane,,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
5951,R,0,Realgar,,,T57.0X1,T57.0X2,T57.0X3,T57.0X4,--,--
5952,R,0,Recombinant,,(R),,,,,,
5953,R,0,"Red blood cells, packed",,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
5954,R,0,Red squill,,(scilliroside),T60.4X1,T60.4X2,T60.4X3,T60.4X4,--,--
5955,R,0,"Reducing agent, industrial NEC",,,T65.891,T65.892,T65.893,T65.894,--,--
5956,R,0,Refrigerant gas,,(chlorofluoro-carbon),T53.5X1,T53.5X2,T53.5X3,T53.5X4,--,--
5957,R,1,not chlorofluoro-carbon,,,T59.891,T59.892,T59.893,T59.894,--,--
5958,R,0,Regroton,,,T50.2X1,T50.2X2,T50.2X3,T50.2X4,T50.2X5,T50.2X6
5959,R,0,Rehydration salts,,(oral),T50.3X1,T50.3X2,T50.3X3,T50.3X4,T50.3X5,T50.3X6
5960,R,0,Rela,,,T42.8X1,T42.8X2,T42.8X3,T42.8X4,T42.8X5,T42.8X6
5961,R,0,"Relaxant, muscle",,,,,,,,
5962,R,1,anesthetic,,,T48.1X1,T48.1X2,T48.1X3,T48.1X4,T48.1X5,T48.1X6
5963,R,1,central nervous system,,,T42.8X1,T42.8X2,T42.8X3,T42.8X4,T42.8X5,T42.8X6
5964,R,1,skeletal NEC,,,T48.1X1,T48.1X2,T48.1X3,T48.1X4,T48.1X5,T48.1X6
5965,R,1,smooth NEC,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
5966,R,0,Remoxipride,,,T43.591,T43.592,T43.593,T43.594,T43.595,T43.596
5967,R,0,Renese,,,T50.2X1,T50.2X2,T50.2X3,T50.2X4,T50.2X5,T50.2X6
5968,R,0,Renografin,,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
5969,R,0,Replacement solution,,,T50.3X1,T50.3X2,T50.3X3,T50.3X4,T50.3X5,T50.3X6
5970,R,0,Reproterol,,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
5971,R,0,Rescinnamine,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
5972,R,0,Reserpin,,(e),T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
5973,R,0,"Resorcin, resorcinol",,(nonmedicinal),T65.891,T65.892,T65.893,T65.894,--,--
5974,R,1,medicinal,,,T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
5975,R,0,Respaire,,,T48.4X1,T48.4X2,T48.4X3,T48.4X4,T48.4X5,T48.4X6
5976,R,0,Respiratory drug NEC,,,T48.901,T48.902,T48.903,T48.904,T48.905,T48.906
5977,R,1,antiasthmatic NEC,,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
