Code,Description,ChapterID,SectionID
T32.21,Corrosions involving 20-29% of body surface with 10-19% third degree corrosion,19,T30-T32
T32.22,Corrosions involving 20-29% of body surface with 20-29% third degree corrosion,19,T30-T32
T32.3,Corrosions involving 30-39% of body surface,19,T30-T32
T32.30,Corrosions involving 30-39% of body surface with 0% to 9% third degree corrosion,19,T30-T32
T32.31,Corrosions involving 30-39% of body surface with 10-19% third degree corrosion,19,T30-T32
T32.32,Corrosions involving 30-39% of body surface with 20-29% third degree corrosion,19,T30-T32
T32.33,Corrosions involving 30-39% of body surface with 30-39% third degree corrosion,19,T30-T32
T32.4,Corrosions involving 40-49% of body surface,19,T30-T32
T32.40,Corrosions involving 40-49% of body surface with 0% to 9% third degree corrosion,19,T30-T32
T32.41,Corrosions involving 40-49% of body surface with 10-19% third degree corrosion,19,T30-T32
T32.42,Corrosions involving 40-49% of body surface with 20-29% third degree corrosion,19,T30-T32
T32.43,Corrosions involving 40-49% of body surface with 30-39% third degree corrosion,19,T30-T32
T32.44,Corrosions involving 40-49% of body surface with 40-49% third degree corrosion,19,T30-T32
T32.5,Corrosions involving 50-59% of body surface,19,T30-T32
T32.50,Corrosions involving 50-59% of body surface with 0% to 9% third degree corrosion,19,T30-T32
T32.51,Corrosions involving 50-59% of body surface with 10-19% third degree corrosion,19,T30-T32
T32.52,Corrosions involving 50-59% of body surface with 20-29% third degree corrosion,19,T30-T32
T32.53,Corrosions involving 50-59% of body surface with 30-39% third degree corrosion,19,T30-T32
T32.54,Corrosions involving 50-59% of body surface with 40-49% third degree corrosion,19,T30-T32
T32.55,Corrosions involving 50-59% of body surface with 50-59% third degree corrosion,19,T30-T32
T32.6,Corrosions involving 60-69% of body surface,19,T30-T32
T32.60,Corrosions involving 60-69% of body surface with 0% to 9% third degree corrosion,19,T30-T32
T32.61,Corrosions involving 60-69% of body surface with 10-19% third degree corrosion,19,T30-T32
T32.62,Corrosions involving 60-69% of body surface with 20-29% third degree corrosion,19,T30-T32
T32.63,Corrosions involving 60-69% of body surface with 30-39% third degree corrosion,19,T30-T32
T32.64,Corrosions involving 60-69% of body surface with 40-49% third degree corrosion,19,T30-T32
T32.65,Corrosions involving 60-69% of body surface with 50-59% third degree corrosion,19,T30-T32
T32.66,Corrosions involving 60-69% of body surface with 60-69% third degree corrosion,19,T30-T32
T32.7,Corrosions involving 70-79% of body surface,19,T30-T32
T32.70,Corrosions involving 70-79% of body surface with 0% to 9% third degree corrosion,19,T30-T32
T32.71,Corrosions involving 70-79% of body surface with 10-19% third degree corrosion,19,T30-T32
T32.72,Corrosions involving 70-79% of body surface with 20-29% third degree corrosion,19,T30-T32
T32.73,Corrosions involving 70-79% of body surface with 30-39% third degree corrosion,19,T30-T32
T32.74,Corrosions involving 70-79% of body surface with 40-49% third degree corrosion,19,T30-T32
T32.75,Corrosions involving 70-79% of body surface with 50-59% third degree corrosion,19,T30-T32
T32.76,Corrosions involving 70-79% of body surface with 60-69% third degree corrosion,19,T30-T32
T32.77,Corrosions involving 70-79% of body surface with 70-79% third degree corrosion,19,T30-T32
T32.8,Corrosions involving 80-89% of body surface,19,T30-T32
T32.80,Corrosions involving 80-89% of body surface with 0% to 9% third degree corrosion,19,T30-T32
T32.81,Corrosions involving 80-89% of body surface with 10-19% third degree corrosion,19,T30-T32
T32.82,Corrosions involving 80-89% of body surface with 20-29% third degree corrosion,19,T30-T32
T32.83,Corrosions involving 80-89% of body surface with 30-39% third degree corrosion,19,T30-T32
T32.84,Corrosions involving 80-89% of body surface with 40-49% third degree corrosion,19,T30-T32
T32.85,Corrosions involving 80-89% of body surface with 50-59% third degree corrosion,19,T30-T32
T32.86,Corrosions involving 80-89% of body surface with 60-69% third degree corrosion,19,T30-T32
T32.87,Corrosions involving 80-89% of body surface with 70-79% third degree corrosion,19,T30-T32
T32.88,Corrosions involving 80-89% of body surface with 80-89% third degree corrosion,19,T30-T32
T32.9,Corrosions involving 90% or more of body surface,19,T30-T32
T32.90,Corrosions involving 90% or more of body surface with 0% to 9% third degree corrosion,19,T30-T32
T32.91,Corrosions involving 90% or more of body surface with 10-19% third degree corrosion,19,T30-T32
T32.92,Corrosions involving 90% or more of body surface with 20-29% third degree corrosion,19,T30-T32
T32.93,Corrosions involving 90% or more of body surface with 30-39% third degree corrosion,19,T30-T32
T32.94,Corrosions involving 90% or more of body surface with 40-49% third degree corrosion,19,T30-T32
T32.95,Corrosions involving 90% or more of body surface with 50-59% third degree corrosion,19,T30-T32
T32.96,Corrosions involving 90% or more of body surface with 60-69% third degree corrosion,19,T30-T32
T32.97,Corrosions involving 90% or more of body surface with 70-79% third degree corrosion,19,T30-T32
T32.98,Corrosions involving 90% or more of body surface with 80-89% third degree corrosion,19,T30-T32
T32.99,Corrosions involving 90% or more of body surface with 90% or more third degree corrosion,19,T30-T32
T33,Superficial frostbite,19,T33-T34
T33.0,Superficial frostbite of head,19,T33-T34
T33.01,Superficial frostbite of ear,19,T33-T34
T33.011,Superficial frostbite of right ear,19,T33-T34
T33.012,Superficial frostbite of left ear,19,T33-T34
T33.019,Superficial frostbite of unspecified ear,19,T33-T34
T33.02,Superficial frostbite of nose,19,T33-T34
T33.09,Superficial frostbite of other part of head,19,T33-T34
T33.1,Superficial frostbite of neck,19,T33-T34
T33.2,Superficial frostbite of thorax,19,T33-T34
T33.3,"Superficial frostbite of abdominal wall, lower back and pelvis",19,T33-T34
T33.4,Superficial frostbite of arm,19,T33-T34
T33.40,Superficial frostbite of unspecified arm,19,T33-T34
T33.41,Superficial frostbite of right arm,19,T33-T34
T33.42,Superficial frostbite of left arm,19,T33-T34
T33.5,"Superficial frostbite of wrist, hand, and fingers",19,T33-T34
T33.51,Superficial frostbite of wrist,19,T33-T34
T33.511,Superficial frostbite of right wrist,19,T33-T34
T33.512,Superficial frostbite of left wrist,19,T33-T34
T33.519,Superficial frostbite of unspecified wrist,19,T33-T34
T33.52,Superficial frostbite of hand,19,T33-T34
T33.521,Superficial frostbite of right hand,19,T33-T34
T33.522,Superficial frostbite of left hand,19,T33-T34
T33.529,Superficial frostbite of unspecified hand,19,T33-T34
T33.53,Superficial frostbite of finger(s),19,T33-T34
T33.531,Superficial frostbite of right finger(s),19,T33-T34
T33.532,Superficial frostbite of left finger(s),19,T33-T34
T33.539,Superficial frostbite of unspecified finger(s),19,T33-T34
T33.6,Superficial frostbite of hip and thigh,19,T33-T34
T33.60,Superficial frostbite of unspecified hip and thigh,19,T33-T34
T33.61,Superficial frostbite of right hip and thigh,19,T33-T34
T33.62,Superficial frostbite of left hip and thigh,19,T33-T34
T33.7,Superficial frostbite of knee and lower leg,19,T33-T34
T33.70,Superficial frostbite of unspecified knee and lower leg,19,T33-T34
T33.71,Superficial frostbite of right knee and lower leg,19,T33-T34
T33.72,Superficial frostbite of left knee and lower leg,19,T33-T34
T33.8,"Superficial frostbite of ankle, foot, and toe(s)",19,T33-T34
T33.81,Superficial frostbite of ankle,19,T33-T34
T33.811,Superficial frostbite of right ankle,19,T33-T34
T33.812,Superficial frostbite of left ankle,19,T33-T34
T33.819,Superficial frostbite of unspecified ankle,19,T33-T34
T33.82,Superficial frostbite of foot,19,T33-T34
T33.821,Superficial frostbite of right foot,19,T33-T34
T33.822,Superficial frostbite of left foot,19,T33-T34
T33.829,Superficial frostbite of unspecified foot,19,T33-T34
T33.83,Superficial frostbite of toe(s),19,T33-T34
T33.831,Superficial frostbite of right toe(s),19,T33-T34
T33.832,Superficial frostbite of left toe(s),19,T33-T34
T33.839,Superficial frostbite of unspecified toe(s),19,T33-T34
T33.9,Superficial frostbite of other and unspecified sites,19,T33-T34
T33.90,Superficial frostbite of unspecified sites,19,T33-T34
T33.99,Superficial frostbite of other sites,19,T33-T34
T34,Frostbite with tissue necrosis,19,T33-T34
T34.0,Frostbite with tissue necrosis of head,19,T33-T34
T34.01,Frostbite with tissue necrosis of ear,19,T33-T34
T34.011,Frostbite with tissue necrosis of right ear,19,T33-T34
T34.012,Frostbite with tissue necrosis of left ear,19,T33-T34
T34.019,Frostbite with tissue necrosis of unspecified ear,19,T33-T34
T34.02,Frostbite with tissue necrosis of nose,19,T33-T34
T34.09,Frostbite with tissue necrosis of other part of head,19,T33-T34
T34.1,Frostbite with tissue necrosis of neck,19,T33-T34
T34.2,Frostbite with tissue necrosis of thorax,19,T33-T34
T34.3,"Frostbite with tissue necrosis of abdominal wall, lower back and pelvis",19,T33-T34
T34.4,Frostbite with tissue necrosis of arm,19,T33-T34
T34.40,Frostbite with tissue necrosis of unspecified arm,19,T33-T34
T34.41,Frostbite with tissue necrosis of right arm,19,T33-T34
T34.42,Frostbite with tissue necrosis of left arm,19,T33-T34
T34.5,"Frostbite with tissue necrosis of wrist, hand, and finger(s)",19,T33-T34
T34.51,Frostbite with tissue necrosis of wrist,19,T33-T34
T34.511,Frostbite with tissue necrosis of right wrist,19,T33-T34
T34.512,Frostbite with tissue necrosis of left wrist,19,T33-T34
T34.519,Frostbite with tissue necrosis of unspecified wrist,19,T33-T34
T34.52,Frostbite with tissue necrosis of hand,19,T33-T34
T34.521,Frostbite with tissue necrosis of right hand,19,T33-T34
T34.522,Frostbite with tissue necrosis of left hand,19,T33-T34
T34.529,Frostbite with tissue necrosis of unspecified hand,19,T33-T34
T34.53,Frostbite with tissue necrosis of finger(s),19,T33-T34
T34.531,Frostbite with tissue necrosis of right finger(s),19,T33-T34
T34.532,Frostbite with tissue necrosis of left finger(s),19,T33-T34
T34.539,Frostbite with tissue necrosis of unspecified finger(s),19,T33-T34
T34.6,Frostbite with tissue necrosis of hip and thigh,19,T33-T34
T34.60,Frostbite with tissue necrosis of unspecified hip and thigh,19,T33-T34
T34.61,Frostbite with tissue necrosis of right hip and thigh,19,T33-T34
T34.62,Frostbite with tissue necrosis of left hip and thigh,19,T33-T34
T34.7,Frostbite with tissue necrosis of knee and lower leg,19,T33-T34
T34.70,Frostbite with tissue necrosis of unspecified knee and lower leg,19,T33-T34
T34.71,Frostbite with tissue necrosis of right knee and lower leg,19,T33-T34
T34.72,Frostbite with tissue necrosis of left knee and lower leg,19,T33-T34
T34.8,"Frostbite with tissue necrosis of ankle, foot, and toe(s)",19,T33-T34
T34.81,Frostbite with tissue necrosis of ankle,19,T33-T34
T34.811,Frostbite with tissue necrosis of right ankle,19,T33-T34
T34.812,Frostbite with tissue necrosis of left ankle,19,T33-T34
T34.819,Frostbite with tissue necrosis of unspecified ankle,19,T33-T34
T34.82,Frostbite with tissue necrosis of foot,19,T33-T34
T34.821,Frostbite with tissue necrosis of right foot,19,T33-T34
T34.822,Frostbite with tissue necrosis of left foot,19,T33-T34
T34.829,Frostbite with tissue necrosis of unspecified foot,19,T33-T34
T34.83,Frostbite with tissue necrosis of toe(s),19,T33-T34
T34.831,Frostbite with tissue necrosis of right toe(s),19,T33-T34
T34.832,Frostbite with tissue necrosis of left toe(s),19,T33-T34
T34.839,Frostbite with tissue necrosis of unspecified toe(s),19,T33-T34
T34.9,Frostbite with tissue necrosis of other and unspecified sites,19,T33-T34
T34.90,Frostbite with tissue necrosis of unspecified sites,19,T33-T34
T34.99,Frostbite with tissue necrosis of other sites,19,T33-T34
T36,"Poisoning by, adverse effect of and underdosing of systemic antibiotics",19,T36-T50
T36.0,"Poisoning by, adverse effect of and underdosing of penicillins",19,T36-T50
T36.0X,"Poisoning by, adverse effect of and underdosing of penicillins",19,T36-T50
T36.0X1,"Poisoning by penicillins, accidental (unintentional)",19,T36-T50
T36.0X2,"Poisoning by penicillins, intentional self-harm",19,T36-T50
T36.0X3,"Poisoning by penicillins, assault",19,T36-T50
T36.0X4,"Poisoning by penicillins, undetermined",19,T36-T50
T36.0X5,Adverse effect of penicillins,19,T36-T50
T36.0X6,Underdosing of penicillins,19,T36-T50
T36.1,"Poisoning by, adverse effect of and underdosing of cephalosporins and other beta-lactam antibiotics",19,T36-T50
T36.1X,"Poisoning by, adverse effect of and underdosing of cephalosporins and other beta-lactam antibiotics",19,T36-T50
T36.1X1,"Poisoning by cephalosporins and other beta-lactam antibiotics, accidental (unintentional)",19,T36-T50
T36.1X2,"Poisoning by cephalosporins and other beta-lactam antibiotics, intentional self-harm",19,T36-T50
T36.1X3,"Poisoning by cephalosporins and other beta-lactam antibiotics, assault",19,T36-T50
T36.1X4,"Poisoning by cephalosporins and other beta-lactam antibiotics, undetermined",19,T36-T50
T36.1X5,Adverse effect of cephalosporins and other beta-lactam antibiotics,19,T36-T50
T36.1X6,Underdosing of cephalosporins and other beta-lactam antibiotics,19,T36-T50
T36.2,"Poisoning by, adverse effect of and underdosing of chloramphenicol group",19,T36-T50
T36.2X,"Poisoning by, adverse effect of and underdosing of chloramphenicol group",19,T36-T50
T36.2X1,"Poisoning by chloramphenicol group, accidental (unintentional)",19,T36-T50
T36.2X2,"Poisoning by chloramphenicol group, intentional self-harm",19,T36-T50
T36.2X3,"Poisoning by chloramphenicol group, assault",19,T36-T50
T36.2X4,"Poisoning by chloramphenicol group, undetermined",19,T36-T50
T36.2X5,Adverse effect of chloramphenicol group,19,T36-T50
T36.2X6,Underdosing of chloramphenicol group,19,T36-T50
T36.3,"Poisoning by, adverse effect of and underdosing of macrolides",19,T36-T50
T36.3X,"Poisoning by, adverse effect of and underdosing of macrolides",19,T36-T50
T36.3X1,"Poisoning by macrolides, accidental (unintentional)",19,T36-T50
T36.3X2,"Poisoning by macrolides, intentional self-harm",19,T36-T50
T36.3X3,"Poisoning by macrolides, assault",19,T36-T50
T36.3X4,"Poisoning by macrolides, undetermined",19,T36-T50
T36.3X5,Adverse effect of macrolides,19,T36-T50
T36.3X6,Underdosing of macrolides,19,T36-T50
T36.4,"Poisoning by, adverse effect of and underdosing of tetracyclines",19,T36-T50
T36.4X,"Poisoning by, adverse effect of and underdosing of tetracyclines",19,T36-T50
T36.4X1,"Poisoning by tetracyclines, accidental (unintentional)",19,T36-T50
T36.4X2,"Poisoning by tetracyclines, intentional self-harm",19,T36-T50
T36.4X3,"Poisoning by tetracyclines, assault",19,T36-T50
T36.4X4,"Poisoning by tetracyclines, undetermined",19,T36-T50
T36.4X5,Adverse effect of tetracyclines,19,T36-T50
T36.4X6,Underdosing of tetracyclines,19,T36-T50
T36.5,"Poisoning by, adverse effect of and underdosing of aminoglycosides",19,T36-T50
T36.5X,"Poisoning by, adverse effect of and underdosing of aminoglycosides",19,T36-T50
T36.5X1,"Poisoning by aminoglycosides, accidental (unintentional)",19,T36-T50
T36.5X2,"Poisoning by aminoglycosides, intentional self-harm",19,T36-T50
T36.5X3,"Poisoning by aminoglycosides, assault",19,T36-T50
T36.5X4,"Poisoning by aminoglycosides, undetermined",19,T36-T50
T36.5X5,Adverse effect of aminoglycosides,19,T36-T50
T36.5X6,Underdosing of aminoglycosides,19,T36-T50
T36.6,"Poisoning by, adverse effect of and underdosing of rifampicins",19,T36-T50
T36.6X,"Poisoning by, adverse effect of and underdosing of rifampicins",19,T36-T50
T36.6X1,"Poisoning by rifampicins, accidental (unintentional)",19,T36-T50
T36.6X2,"Poisoning by rifampicins, intentional self-harm",19,T36-T50
T36.6X3,"Poisoning by rifampicins, assault",19,T36-T50
T36.6X4,"Poisoning by rifampicins, undetermined",19,T36-T50
T36.6X5,Adverse effect of rifampicins,19,T36-T50
T36.6X6,Underdosing of rifampicins,19,T36-T50
T36.7,"Poisoning by, adverse effect of and underdosing of antifungal antibiotics, systemically used",19,T36-T50
T36.7X,"Poisoning by, adverse effect of and underdosing of antifungal antibiotics, systemically used",19,T36-T50
T36.7X1,"Poisoning by antifungal antibiotics, systemically used, accidental (unintentional)",19,T36-T50
T36.7X2,"Poisoning by antifungal antibiotics, systemically used, intentional self-harm",19,T36-T50
T36.7X3,"Poisoning by antifungal antibiotics, systemically used, assault",19,T36-T50
T36.7X4,"Poisoning by antifungal antibiotics, systemically used, undetermined",19,T36-T50
T36.7X5,"Adverse effect of antifungal antibiotics, systemically used",19,T36-T50
T36.7X6,"Underdosing of antifungal antibiotics, systemically used",19,T36-T50
T36.8,"Poisoning by, adverse effect of and underdosing of other systemic antibiotics",19,T36-T50
T36.8X,"Poisoning by, adverse effect of and underdosing of other systemic antibiotics",19,T36-T50
T36.8X1,"Poisoning by other systemic antibiotics, accidental (unintentional)",19,T36-T50
T36.8X2,"Poisoning by other systemic antibiotics, intentional self-harm",19,T36-T50
T36.8X3,"Poisoning by other systemic antibiotics, assault",19,T36-T50
T36.8X4,"Poisoning by other systemic antibiotics, undetermined",19,T36-T50
T36.8X5,Adverse effect of other systemic antibiotics,19,T36-T50
T36.8X6,Underdosing of other systemic antibiotics,19,T36-T50
T36.9,"Poisoning by, adverse effect of and underdosing of unspecified systemic antibiotic",19,T36-T50
T36.91,"Poisoning by unspecified systemic antibiotic, accidental (unintentional)",19,T36-T50
T36.92,"Poisoning by unspecified systemic antibiotic, intentional self-harm",19,T36-T50
T36.93,"Poisoning by unspecified systemic antibiotic, assault",19,T36-T50
T36.94,"Poisoning by unspecified systemic antibiotic, undetermined",19,T36-T50
T36.95,Adverse effect of unspecified systemic antibiotic,19,T36-T50
T36.96,Underdosing of unspecified systemic antibiotic,19,T36-T50
T37,"Poisoning by, adverse effect of and underdosing of other systemic anti-infectives and antiparasitics",19,T36-T50
T37.0,"Poisoning by, adverse effect of and underdosing of sulfonamides",19,T36-T50
T37.0X,"Poisoning by, adverse effect of and underdosing of sulfonamides",19,T36-T50
T37.0X1,"Poisoning by sulfonamides, accidental (unintentional)",19,T36-T50
T37.0X2,"Poisoning by sulfonamides, intentional self-harm",19,T36-T50
T37.0X3,"Poisoning by sulfonamides, assault",19,T36-T50
T37.0X4,"Poisoning by sulfonamides, undetermined",19,T36-T50
T37.0X5,Adverse effect of sulfonamides,19,T36-T50
T37.0X6,Underdosing of sulfonamides,19,T36-T50
T37.1,"Poisoning by, adverse effect of and underdosing of antimycobacterial drugs",19,T36-T50
T37.1X,"Poisoning by, adverse effect of and underdosing of antimycobacterial drugs",19,T36-T50
T37.1X1,"Poisoning by antimycobacterial drugs, accidental (unintentional)",19,T36-T50
T37.1X2,"Poisoning by antimycobacterial drugs, intentional self-harm",19,T36-T50
T37.1X3,"Poisoning by antimycobacterial drugs, assault",19,T36-T50
T37.1X4,"Poisoning by antimycobacterial drugs, undetermined",19,T36-T50
T37.1X5,Adverse effect of antimycobacterial drugs,19,T36-T50
T37.1X6,Underdosing of antimycobacterial drugs,19,T36-T50
T37.2,"Poisoning by, adverse effect of and underdosing of antimalarials and drugs acting on other blood protozoa",19,T36-T50
T37.2X,"Poisoning by, adverse effect of and underdosing of antimalarials and drugs acting on other blood protozoa",19,T36-T50
T37.2X1,"Poisoning by antimalarials and drugs acting on other blood protozoa, accidental (unintentional)",19,T36-T50
T37.2X2,"Poisoning by antimalarials and drugs acting on other blood protozoa, intentional self-harm",19,T36-T50
T37.2X3,"Poisoning by antimalarials and drugs acting on other blood protozoa, assault",19,T36-T50
T37.2X4,"Poisoning by antimalarials and drugs acting on other blood protozoa, undetermined",19,T36-T50
T37.2X5,Adverse effect of antimalarials and drugs acting on other blood protozoa,19,T36-T50
T37.2X6,Underdosing of antimalarials and drugs acting on other blood protozoa,19,T36-T50
T37.3,"Poisoning by, adverse effect of and underdosing of other antiprotozoal drugs",19,T36-T50
T37.3X,"Poisoning by, adverse effect of and underdosing of other antiprotozoal drugs",19,T36-T50
T37.3X1,"Poisoning by other antiprotozoal drugs, accidental (unintentional)",19,T36-T50
T37.3X2,"Poisoning by other antiprotozoal drugs, intentional self-harm",19,T36-T50
T37.3X3,"Poisoning by other antiprotozoal drugs, assault",19,T36-T50
T37.3X4,"Poisoning by other antiprotozoal drugs, undetermined",19,T36-T50
T37.3X5,Adverse effect of other antiprotozoal drugs,19,T36-T50
T37.3X6,Underdosing of other antiprotozoal drugs,19,T36-T50
T37.4,"Poisoning by, adverse effect of and underdosing of anthelminthics",19,T36-T50
T37.4X,"Poisoning by, adverse effect of and underdosing of anthelminthics",19,T36-T50
T37.4X1,"Poisoning by anthelminthics, accidental (unintentional)",19,T36-T50
T37.4X2,"Poisoning by anthelminthics, intentional self-harm",19,T36-T50
T37.4X3,"Poisoning by anthelminthics, assault",19,T36-T50
T37.4X4,"Poisoning by anthelminthics, undetermined",19,T36-T50
T37.4X5,Adverse effect of anthelminthics,19,T36-T50
T37.4X6,Underdosing of anthelminthics,19,T36-T50
T37.5,"Poisoning by, adverse effect of and underdosing of antiviral drugs",19,T36-T50
T37.5X,"Poisoning by, adverse effect of and underdosing of antiviral drugs",19,T36-T50
T37.5X1,"Poisoning by antiviral drugs, accidental (unintentional)",19,T36-T50
T37.5X2,"Poisoning by antiviral drugs, intentional self-harm",19,T36-T50
T37.5X3,"Poisoning by antiviral drugs, assault",19,T36-T50
T37.5X4,"Poisoning by antiviral drugs, undetermined",19,T36-T50
T37.5X5,Adverse effect of antiviral drugs,19,T36-T50
T37.5X6,Underdosing of antiviral drugs,19,T36-T50
T37.8,"Poisoning by, adverse effect of and underdosing of other specified systemic anti-infectives and antiparasitics",19,T36-T50
T37.8X,"Poisoning by, adverse effect of and underdosing of other specified systemic anti-infectives and antiparasitics",19,T36-T50
T37.8X1,"Poisoning by other specified systemic anti-infectives and antiparasitics, accidental (unintentional)",19,T36-T50
T37.8X2,"Poisoning by other specified systemic anti-infectives and antiparasitics, intentional self-harm",19,T36-T50
T37.8X3,"Poisoning by other specified systemic anti-infectives and antiparasitics, assault",19,T36-T50
T37.8X4,"Poisoning by other specified systemic anti-infectives and antiparasitics, undetermined",19,T36-T50
T37.8X5,Adverse effect of other specified systemic anti-infectives and antiparasitics,19,T36-T50
T37.8X6,Underdosing of other specified systemic anti-infectives and antiparasitics,19,T36-T50
T37.9,"Poisoning by, adverse effect of and underdosing of unspecified systemic anti-infective and antiparasitics",19,T36-T50
T37.91,"Poisoning by unspecified systemic anti-infective and antiparasitics, accidental (unintentional)",19,T36-T50
T37.92,"Poisoning by unspecified systemic anti-infective and antiparasitics, intentional self-harm",19,T36-T50
T37.93,"Poisoning by unspecified systemic anti-infective and antiparasitics, assault",19,T36-T50
T37.94,"Poisoning by unspecified systemic anti-infective and antiparasitics, undetermined",19,T36-T50
T37.95,Adverse effect of unspecified systemic anti-infective and antiparasitic,19,T36-T50
T37.96,Underdosing of unspecified systemic anti-infectives and antiparasitics,19,T36-T50
T38,"Poisoning by, adverse effect of and underdosing of hormones and their synthetic substitutes and antagonists, not elsewhere classified",19,T36-T50
T38.0,"Poisoning by, adverse effect of and underdosing of glucocorticoids and synthetic analogues",19,T36-T50
T38.0X,"Poisoning by, adverse effect of and underdosing of glucocorticoids and synthetic analogues",19,T36-T50
T38.0X1,"Poisoning by glucocorticoids and synthetic analogues, accidental (unintentional)",19,T36-T50
T38.0X2,"Poisoning by glucocorticoids and synthetic analogues, intentional self-harm",19,T36-T50
T38.0X3,"Poisoning by glucocorticoids and synthetic analogues, assault",19,T36-T50
T38.0X4,"Poisoning by glucocorticoids and synthetic analogues, undetermined",19,T36-T50
T38.0X5,Adverse effect of glucocorticoids and synthetic analogues,19,T36-T50
T38.0X6,Underdosing of glucocorticoids and synthetic analogues,19,T36-T50
T38.1,"Poisoning by, adverse effect of and underdosing of thyroid hormones and substitutes",19,T36-T50
T38.1X,"Poisoning by, adverse effect of and underdosing of thyroid hormones and substitutes",19,T36-T50
T38.1X1,"Poisoning by thyroid hormones and substitutes, accidental (unintentional)",19,T36-T50
T38.1X2,"Poisoning by thyroid hormones and substitutes, intentional self-harm",19,T36-T50
T38.1X3,"Poisoning by thyroid hormones and substitutes, assault",19,T36-T50
T38.1X4,"Poisoning by thyroid hormones and substitutes, undetermined",19,T36-T50
T38.1X5,Adverse effect of thyroid hormones and substitutes,19,T36-T50
T38.1X6,Underdosing of thyroid hormones and substitutes,19,T36-T50
T38.2,"Poisoning by, adverse effect of and underdosing of antithyroid drugs",19,T36-T50
T38.2X,"Poisoning by, adverse effect of and underdosing of antithyroid drugs",19,T36-T50
T38.2X1,"Poisoning by antithyroid drugs, accidental (unintentional)",19,T36-T50
T38.2X2,"Poisoning by antithyroid drugs, intentional self-harm",19,T36-T50
T38.2X3,"Poisoning by antithyroid drugs, assault",19,T36-T50
T38.2X4,"Poisoning by antithyroid drugs, undetermined",19,T36-T50
T38.2X5,Adverse effect of antithyroid drugs,19,T36-T50
T38.2X6,Underdosing of antithyroid drugs,19,T36-T50
T38.3,"Poisoning by, adverse effect of and underdosing of insulin and oral hypoglycemic [antidiabetic] drugs",19,T36-T50
T38.3X,"Poisoning by, adverse effect of and underdosing of insulin and oral hypoglycemic [antidiabetic] drugs",19,T36-T50
T38.3X1,"Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, accidental (unintentional)",19,T36-T50
T38.3X2,"Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, intentional self-harm",19,T36-T50
T38.3X3,"Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, assault",19,T36-T50
T38.3X4,"Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, undetermined",19,T36-T50
T38.3X5,Adverse effect of insulin and oral hypoglycemic [antidiabetic] drugs,19,T36-T50
T38.3X6,Underdosing of insulin and oral hypoglycemic [antidiabetic] drugs,19,T36-T50
T38.4,"Poisoning by, adverse effect of and underdosing of oral contraceptives",19,T36-T50
T38.4X,"Poisoning by, adverse effect of and underdosing of oral contraceptives",19,T36-T50
T38.4X1,"Poisoning by oral contraceptives, accidental (unintentional)",19,T36-T50
T38.4X2,"Poisoning by oral contraceptives, intentional self-harm",19,T36-T50
T38.4X3,"Poisoning by oral contraceptives, assault",19,T36-T50
T38.4X4,"Poisoning by oral contraceptives, undetermined",19,T36-T50
T38.4X5,Adverse effect of oral contraceptives,19,T36-T50
T38.4X6,Underdosing of oral contraceptives,19,T36-T50
T38.5,"Poisoning by, adverse effect of and underdosing of other estrogens and progestogens",19,T36-T50
T38.5X,"Poisoning by, adverse effect of and underdosing of other estrogens and progestogens",19,T36-T50
T38.5X1,"Poisoning by other estrogens and progestogens, accidental (unintentional)",19,T36-T50
T38.5X2,"Poisoning by other estrogens and progestogens, intentional self-harm",19,T36-T50
T38.5X3,"Poisoning by other estrogens and progestogens, assault",19,T36-T50
T38.5X4,"Poisoning by other estrogens and progestogens, undetermined",19,T36-T50
T38.5X5,Adverse effect of other estrogens and progestogens,19,T36-T50
T38.5X6,Underdosing of other estrogens and progestogens,19,T36-T50
T38.6,"Poisoning by, adverse effect of and underdosing of antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified",19,T36-T50
T38.6X,"Poisoning by, adverse effect of and underdosing of antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified",19,T36-T50
T38.6X1,"Poisoning by antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified, accidental (unintentional)",19,T36-T50
T38.6X2,"Poisoning by antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified, intentional self-harm",19,T36-T50
T38.6X3,"Poisoning by antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified, assault",19,T36-T50
T38.6X4,"Poisoning by antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified, undetermined",19,T36-T50
T38.6X5,"Adverse effect of antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified",19,T36-T50
T38.6X6,"Underdosing of antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified",19,T36-T50
T38.7,"Poisoning by, adverse effect of and underdosing of androgens and anabolic congeners",19,T36-T50
T38.7X,"Poisoning by, adverse effect of and underdosing of androgens and anabolic congeners",19,T36-T50
T38.7X1,"Poisoning by androgens and anabolic congeners, accidental (unintentional)",19,T36-T50
T38.7X2,"Poisoning by androgens and anabolic congeners, intentional self-harm",19,T36-T50
